,Unnamed: 0,MovieID,Title,Genre,UserID,Rating,Gender,Age,Occupation,Zip-code,Score
148,916,1688,Anastasia (1997),Animation|Children's|Musical,18,4,Female,18-24,clerical/admin,95825,0.23383041846720293
196,964,2096,Sleeping Beauty (1959),Animation|Children's|Musical,18,5,Female,18-24,clerical/admin,95825,0.23383041846720293
116,884,1282,Fantasia (1940),Animation|Children's|Musical,18,5,Female,18-24,clerical/admin,95825,0.23383041846720293
188,956,2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,18,5,Female,18-24,clerical/admin,95825,0.2178506633948806
187,955,2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,18,5,Female,18-24,clerical/admin,95825,0.2178506633948806
186,954,2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,18,4,Female,18-24,clerical/admin,95825,0.21226350536194089
190,958,2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,18,5,Female,18-24,clerical/admin,95825,0.2016909838570856
194,962,2090,"Rescuers, The (1977)",Animation|Children's,18,5,Female,18-24,clerical/admin,95825,0.18912811364535642
162,930,1907,Mulan (1998),Animation|Children's,18,5,Female,18-24,clerical/admin,95825,0.18912811364535642
266,1034,3034,Robin Hood (1973),Animation|Children's,18,5,Female,18-24,clerical/admin,95825,0.18912811364535642
204,972,2139,"Secret of NIMH, The (1982)",Animation|Children's,18,5,Female,18-24,clerical/admin,95825,0.18912811364535642
193,961,2089,"Rescuers Down Under, The (1990)",Animation|Children's,18,4,Female,18-24,clerical/admin,95825,0.18912811364535642
201,969,2123,All Dogs Go to Heaven (1989),Animation|Children's,18,3,Female,18-24,clerical/admin,95825,0.18912811364535642
191,959,2085,101 Dalmatians (1961),Animation|Children's,18,4,Female,18-24,clerical/admin,95825,0.18912811364535642
220,988,2294,Antz (1998),Animation|Children's,18,4,Female,18-24,clerical/admin,95825,0.18912811364535642
176,944,2018,Bambi (1942),Animation|Children's,18,4,Female,18-24,clerical/admin,95825,0.18912811364535642
203,971,2137,Charlotte's Web (1973),Animation|Children's,18,5,Female,18-24,clerical/admin,95825,0.18912811364535642
229,997,2394,"Prince of Egypt, The (1998)",Animation|Musical,18,4,Female,18-24,clerical/admin,95825,0.1832933902344808
192,960,2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,18,4,Female,18-24,clerical/admin,95825,0.1750818584467785
166,934,1960,"Last Emperor, The (1987)",Drama|War,18,5,Female,18-24,clerical/admin,95825,0.1677218620888998
238,1006,2573,Tango (1998),Drama,18,4,Female,18-24,clerical/admin,95825,0.16606041719295567
140,908,1635,"Ice Storm, The (1997)",Drama,18,1,Female,18-24,clerical/admin,95825,0.16606041719295567
146,914,1682,"Truman Show, The (1998)",Drama,18,4,Female,18-24,clerical/admin,95825,0.16606041719295567
273,1041,3260,Howards End (1992),Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
270,1038,3252,Scent of a Woman (1992),Drama,18,4,Female,18-24,clerical/admin,95825,0.16606041719295567
262,1030,2959,Fight Club (1999),Drama,18,4,Female,18-24,clerical/admin,95825,0.16606041719295567
128,896,1411,Hamlet (1996),Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
159,927,1873,"Misï¿½rables, Les (1998)",Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
248,1016,2739,"Color Purple, The (1985)",Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
165,933,1956,Ordinary People (1980),Drama,18,4,Female,18-24,clerical/admin,95825,0.16606041719295567
300,1068,3723,Hamlet (1990),Drama,18,4,Female,18-24,clerical/admin,95825,0.16606041719295567
167,935,1962,Driving Miss Daisy (1989),Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
222,990,2348,Sid and Nancy (1986),Drama,18,3,Female,18-24,clerical/admin,95825,0.16606041719295567
113,881,1271,Fried Green Tomatoes (1991),Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
221,989,2336,Elizabeth (1998),Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
111,879,1246,Dead Poets Society (1989),Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
145,913,1678,"Joy Luck Club, The (1993)",Drama,18,5,Female,18-24,clerical/admin,95825,0.16606041719295567
207,975,2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,18,3,Female,18-24,clerical/admin,95825,0.16251275857551556
301,1069,3751,Chicken Run (2000),Animation|Children's|Comedy,18,5,Female,18-24,clerical/admin,95825,0.16251275857551556
206,974,2141,"American Tail, An (1986)",Animation|Children's|Comedy,18,5,Female,18-24,clerical/admin,95825,0.16251275857551556
223,991,2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,18,5,Female,18-24,clerical/admin,95825,0.16251275857551556
141,909,1639,Chasing Amy (1997),Drama|Romance,18,4,Female,18-24,clerical/admin,95825,0.13497746015443995
219,987,2291,Edward Scissorhands (1990),Drama|Romance,18,5,Female,18-24,clerical/admin,95825,0.13497746015443995
295,1063,3668,Romeo and Juliet (1968),Drama|Romance,18,3,Female,18-24,clerical/admin,95825,0.13497746015443995
119,887,1357,Shine (1996),Drama|Romance,18,5,Female,18-24,clerical/admin,95825,0.13497746015443995
152,920,1721,Titanic (1997),Drama|Romance,18,4,Female,18-24,clerical/admin,95825,0.13497746015443995
178,946,2020,Dangerous Liaisons (1988),Drama|Romance,18,5,Female,18-24,clerical/admin,95825,0.13497746015443995
142,910,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,18,5,Female,18-24,clerical/admin,95825,0.13497746015443995
180,948,2025,Lolita (1997),Drama|Romance,18,2,Female,18-24,clerical/admin,95825,0.13497746015443995
283,1051,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,18,4,Female,18-24,clerical/admin,95825,0.1340651178756323
143,911,1654,FairyTale: A True Story (1997),Children's|Drama|Fantasy,18,4,Female,18-24,clerical/admin,95825,0.10861789836291895
182,950,2042,D2: The Mighty Ducks (1994),Children's|Comedy,18,1,Female,18-24,clerical/admin,95825,0.1077642536599201
120,888,1367,101 Dalmatians (1996),Children's|Comedy,18,1,Female,18-24,clerical/admin,95825,0.1077642536599201
183,951,2052,Hocus Pocus (1993),Children's|Comedy,18,3,Female,18-24,clerical/admin,95825,0.1077642536599201
261,1029,2953,Home Alone 2: Lost in New York (1992),Children's|Comedy,18,1,Female,18-24,clerical/admin,95825,0.1077642536599201
227,995,2384,Babe: Pig in the City (1998),Children's|Comedy,18,2,Female,18-24,clerical/admin,95825,0.1077642536599201
278,1046,3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,18,4,Female,18-24,clerical/admin,95825,0.1077642536599201
189,957,2082,"Mighty Ducks, The (1992)",Children's|Comedy,18,4,Female,18-24,clerical/admin,95825,0.1077642536599201
277,1045,3398,"Muppets Take Manhattan, The (1984)",Children's|Comedy,18,5,Female,18-24,clerical/admin,95825,0.1077642536599201
276,1044,3397,"Great Muppet Caper, The (1981)",Children's|Comedy,18,5,Female,18-24,clerical/admin,95825,0.1077642536599201
275,1043,3396,"Muppet Movie, The (1979)",Children's|Comedy,18,5,Female,18-24,clerical/admin,95825,0.1077642536599201
175,943,2014,Freaky Friday (1977),Children's|Comedy,18,2,Female,18-24,clerical/admin,95825,0.1077642536599201
209,977,2145,Pretty in Pink (1986),Comedy|Drama|Romance,18,3,Female,18-24,clerical/admin,95825,0.093858232897984
215,983,2248,Say Anything... (1989),Comedy|Drama|Romance,18,4,Female,18-24,clerical/admin,95825,0.093858232897984
267,1035,3108,"Fisher King, The (1991)",Comedy|Drama|Romance,18,4,Female,18-24,clerical/admin,95825,0.093858232897984
200,968,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,0.0874059307081069
155,923,1784,As Good As It Gets (1997),Comedy|Drama,18,4,Female,18-24,clerical/admin,95825,0.07754316338980882
288,1056,3526,Parenthood (1989),Comedy|Drama,18,3,Female,18-24,clerical/admin,95825,0.07754316338980882
271,1039,3255,"League of Their Own, A (1992)",Comedy|Drama,18,4,Female,18-24,clerical/admin,95825,0.07754316338980882
254,1022,2858,American Beauty (1999),Comedy|Drama,18,5,Female,18-24,clerical/admin,95825,0.07754316338980882
169,937,1968,"Breakfast Club, The (1985)",Comedy|Drama,18,5,Female,18-24,clerical/admin,95825,0.07754316338980882
243,1011,2686,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,18,5,Female,18-24,clerical/admin,95825,0.0640721712434946
185,953,2076,Blue Velvet (1986),Drama|Mystery,18,3,Female,18-24,clerical/admin,95825,0.0640721712434946
150,918,1702,Flubber (1997),Children's|Comedy|Fantasy,18,4,Female,18-24,clerical/admin,95825,0.04482511428144942
205,973,2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,0.0375864268428773
217,985,2268,"Few Good Men, A (1992)",Crime|Drama,18,4,Female,18-24,clerical/admin,95825,0.037577212886399286
157,925,1804,"Newton Boys, The (1998)",Crime|Drama,18,3,Female,18-24,clerical/admin,95825,0.037577212886399286
302,1070,3753,"Patriot, The (2000)",Action|Drama|War,18,3,Female,18-24,clerical/admin,95825,0.03693870793056722
181,949,2028,Saving Private Ryan (1998),Action|Drama|War,18,5,Female,18-24,clerical/admin,95825,0.03693870793056722
110,878,1242,Glory (1989),Action|Drama|War,18,5,Female,18-24,clerical/admin,95825,0.03693870793056722
263,1031,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,18,5,Female,18-24,clerical/admin,95825,0.02908800922994606
235,1003,2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,18,1,Female,18-24,clerical/admin,95825,0.02665400676822044
173,941,2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,18,5,Female,18-24,clerical/admin,95825,0.015730144043391986
168,936,1967,Labyrinth (1986),Adventure|Children's|Fantasy,18,5,Female,18-24,clerical/admin,95825,0.015730144043391986
211,979,2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,18,5,Female,18-24,clerical/admin,95825,0.015730144043391986
126,894,1396,Sneakers (1992),Crime|Drama|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,0.011527013726344654
151,919,1711,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,18,4,Female,18-24,clerical/admin,95825,0.010494844823037836
127,895,1408,"Last of the Mohicans, The (1992)",Action|Romance|War,18,5,Female,18-24,clerical/admin,95825,0.010091340211605876
195,963,2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,18,3,Female,18-24,clerical/admin,95825,0.00299839313494088
147,915,1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller,18,5,Female,18-24,clerical/admin,95825,0.0014549606811269933
154,922,1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's,18,1,Female,18-24,clerical/admin,95825,-0.004942208539495452
184,952,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,18,3,Female,18-24,clerical/admin,95825,-0.007427465195340821
112,880,1259,Stand by Me (1986),Adventure|Comedy|Drama,18,5,Female,18-24,clerical/admin,95825,-0.011298092251301212
197,965,2100,Splash (1984),Comedy|Fantasy|Romance,18,4,Female,18-24,clerical/admin,95825,-0.013954457102792028
156,924,1801,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,18,1,Female,18-24,clerical/admin,95825,-0.018690241378987837
230,998,2402,Rambo: First Blood Part II (1985),Action|War,18,2,Female,18-24,clerical/admin,95825,-0.02140584946895993
231,999,2404,Rambo III (1988),Action|War,18,2,Female,18-24,clerical/admin,95825,-0.02140584946895993
274,1042,3269,Forever Young (1992),Adventure|Romance|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,-0.027163929711895685
282,1050,3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,18,1,Female,18-24,clerical/admin,95825,-0.027566500211793132
281,1049,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,18,1,Female,18-24,clerical/admin,95825,-0.027566500211793132
280,1048,3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,18,2,Female,18-24,clerical/admin,95825,-0.027566500211793132
114,882,1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,18,5,Female,18-24,clerical/admin,95825,-0.035011924656745935
179,947,2021,Dune (1984),Fantasy|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,-0.035477500505296494
255,1023,2872,Excalibur (1981),Action|Drama|Fantasy|Romance,18,5,Female,18-24,clerical/admin,95825,-0.037115796613899604
125,893,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,18,3,Female,18-24,clerical/admin,95825,-0.038336403329631924
285,1053,3479,Ladyhawke (1985),Adventure|Fantasy|Romance,18,5,Female,18-24,clerical/admin,95825,-0.03916424620904821
208,976,2143,Legend (1985),Adventure|Fantasy|Romance,18,5,Female,18-24,clerical/admin,95825,-0.03916424620904821
226,994,2375,"Money Pit, The (1986)",Comedy,18,4,Female,18-24,clerical/admin,95825,-0.04334081037492999
245,1013,2718,Drop Dead Gorgeous (1999),Comedy,18,2,Female,18-24,clerical/admin,95825,-0.04334081037492999
306,1074,3911,Best in Show (2000),Comedy,18,1,Female,18-24,clerical/admin,95825,-0.04334081037492999
287,1055,3494,True Grit (1969),Adventure|Western,18,4,Female,18-24,clerical/admin,95825,-0.04479530770542817
158,926,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,18,4,Female,18-24,clerical/admin,95825,-0.04566507073761175
241,1009,2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,18,5,Female,18-24,clerical/admin,95825,-0.04788479430355813
251,1019,2797,Big (1988),Comedy|Fantasy,18,4,Female,18-24,clerical/admin,95825,-0.04788479430355813
269,1037,3247,Sister Act (1992),Comedy|Crime,18,4,Female,18-24,clerical/admin,95825,-0.055313610711624814
108,876,1234,"Sting, The (1973)",Comedy|Crime,18,5,Female,18-24,clerical/admin,95825,-0.055313610711624814
130,898,1500,Grosse Pointe Blank (1997),Comedy|Crime,18,4,Female,18-24,clerical/admin,95825,-0.055313610711624814
144,912,1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,18,3,Female,18-24,clerical/admin,95825,-0.05827677677868737
118,886,1344,Cape Fear (1962),Film-Noir|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.05867587845405462
250,1018,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,18,4,Female,18-24,clerical/admin,95825,-0.06024918550534594
139,907,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,18,5,Female,18-24,clerical/admin,95825,-0.062448991204342774
268,1036,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,18,5,Female,18-24,clerical/admin,95825,-0.06909942152344617
286,1054,3489,Hook (1991),Adventure|Fantasy,18,4,Female,18-24,clerical/admin,95825,-0.07202934304020157
290,1058,3578,Gladiator (2000),Action|Drama,18,4,Female,18-24,clerical/admin,95825,-0.07321456499560342
279,1047,3418,Thelma & Louise (1991),Action|Drama,18,1,Female,18-24,clerical/admin,95825,-0.07321456499560342
256,1024,2893,Plunkett & MaCleane (1999),Action|Drama,18,2,Female,18-24,clerical/admin,95825,-0.07321456499560342
164,932,1954,Rocky (1976),Action|Drama,18,3,Female,18-24,clerical/admin,95825,-0.07321456499560342
177,945,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,18,5,Female,18-24,clerical/admin,95825,-0.07321456499560342
214,982,2194,"Untouchables, The (1987)",Action|Crime|Drama,18,4,Female,18-24,clerical/admin,95825,-0.07833970892255795
244,1012,2701,Wild Wild West (1999),Action|Sci-Fi|Western,18,3,Female,18-24,clerical/admin,95825,-0.0857658018139745
284,1052,3461,Lord of the Flies (1963),Adventure|Drama|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.08718508940208322
236,1004,2470,Crocodile Dundee (1986),Adventure|Comedy,18,3,Female,18-24,clerical/admin,95825,-0.08830773639613518
202,970,2133,Adventures in Babysitting (1987),Adventure|Comedy,18,3,Female,18-24,clerical/admin,95825,-0.08830773639613518
172,940,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,18,4,Female,18-24,clerical/admin,95825,-0.08890669288215111
163,931,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,18,3,Female,18-24,clerical/admin,95825,-0.08890669288215111
171,939,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,18,3,Female,18-24,clerical/admin,95825,-0.08890669288215111
170,938,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,18,4,Female,18-24,clerical/admin,95825,-0.08890669288215111
260,1028,2951,"Fistful of Dollars, A (1964)",Action|Western,18,4,Female,18-24,clerical/admin,95825,-0.09905004519110702
272,1040,3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,18,2,Female,18-24,clerical/admin,95825,-0.10187087356137603
153,921,1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.10327408955054544
234,1002,2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,18,1,Female,18-24,clerical/admin,95825,-0.106212378620055
224,992,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,18,5,Female,18-24,clerical/admin,95825,-0.106212378620055
233,1001,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,18,1,Female,18-24,clerical/admin,95825,-0.106212378620055
123,891,1379,Young Guns II (1990),Action|Comedy|Western,18,3,Female,18-24,clerical/admin,95825,-0.10793416490314413
122,890,1378,Young Guns (1988),Action|Comedy|Western,18,4,Female,18-24,clerical/admin,95825,-0.10793416490314413
252,1020,2807,Universal Soldier: The Return (1999),Action|Sci-Fi,18,1,Female,18-24,clerical/admin,95825,-0.11227552198549665
161,929,1882,Godzilla (1998),Action|Sci-Fi,18,1,Female,18-24,clerical/admin,95825,-0.11227552198549665
131,899,1527,"Fifth Element, The (1997)",Action|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,-0.11227552198549665
298,1066,3704,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,-0.11227552198549665
303,1071,3793,X-Men (2000),Action|Sci-Fi,18,5,Female,18-24,clerical/admin,95825,-0.11227552198549665
297,1065,3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,18,5,Female,18-24,clerical/admin,95825,-0.11227552198549665
149,917,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,18,1,Female,18-24,clerical/admin,95825,-0.11888649667576415
160,928,1876,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.12004292202029132
174,942,2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,18,3,Female,18-24,clerical/admin,95825,-0.12145597495924837
228,996,2391,"Simple Plan, A (1998)",Crime|Thriller,18,1,Female,18-24,clerical/admin,95825,-0.1286448199589857
242,1010,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,-0.12978837842531094
198,966,2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,18,4,Female,18-24,clerical/admin,95825,-0.12978837842531094
232,1000,2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,18,4,Female,18-24,clerical/admin,95825,-0.13060599818819313
216,984,2253,Toys (1992),Action|Comedy|Fantasy,18,1,Female,18-24,clerical/admin,95825,-0.1349528242581306
237,1005,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,18,4,Female,18-24,clerical/admin,95825,-0.1352430260822374
296,1064,3698,"Running Man, The (1987)",Action|Adventure|Sci-Fi,18,3,Female,18-24,clerical/admin,95825,-0.13591093985786976
135,903,1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,18,5,Female,18-24,clerical/admin,95825,-0.1426515208138415
107,875,1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,18,5,Female,18-24,clerical/admin,95825,-0.14750606551734724
239,1007,2616,Dick Tracy (1990),Action|Crime,18,4,Female,18-24,clerical/admin,95825,-0.14822418838761056
305,1073,3889,Highlander: Endgame (2000),Action|Adventure|Fantasy,18,1,Female,18-24,clerical/admin,95825,-0.14924326119879638
304,1072,3877,Supergirl (1984),Action|Adventure|Fantasy,18,1,Female,18-24,clerical/admin,95825,-0.14924326119879638
213,981,2193,Willow (1988),Action|Adventure|Fantasy,18,5,Female,18-24,clerical/admin,95825,-0.14924326119879638
124,892,1387,Jaws (1975),Action|Horror,18,4,Female,18-24,clerical/admin,95825,-0.1597702961696344
134,902,1562,Batman & Robin (1997),Action|Adventure|Crime,18,1,Female,18-24,clerical/admin,95825,-0.1651986342410156
121,889,1377,Batman Returns (1992),Action|Adventure|Comedy|Crime,18,2,Female,18-24,clerical/admin,95825,-0.17019014525994092
289,1057,3527,Predator (1987),Action|Sci-Fi|Thriller,18,2,Female,18-24,clerical/admin,95825,-0.1725709478663415
109,877,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,18,5,Female,18-24,clerical/admin,95825,-0.1725709478663415
212,980,2167,Blade (1998),Action|Adventure|Horror,18,4,Female,18-24,clerical/admin,95825,-0.17312189427878114
210,978,2153,"Avengers, The (1998)",Action|Adventure,18,3,Female,18-24,clerical/admin,95825,-0.18252309013889648
115,883,1275,Highlander (1986),Action|Adventure,18,5,Female,18-24,clerical/admin,95825,-0.18252309013889648
117,885,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,18,5,Female,18-24,clerical/admin,95825,-0.18252309013889648
199,967,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,18,5,Female,18-24,clerical/admin,95825,-0.18252309013889648
138,906,1606,Kull the Conqueror (1997),Action|Adventure,18,2,Female,18-24,clerical/admin,95825,-0.18252309013889648
136,904,1587,Conan the Barbarian (1982),Action|Adventure,18,4,Female,18-24,clerical/admin,95825,-0.18252309013889648
225,993,2373,Red Sonja (1985),Action|Adventure,18,3,Female,18-24,clerical/admin,95825,-0.18252309013889648
299,1067,3705,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.18263968588670704
247,1015,2735,"Golden Child, The (1986)",Action|Adventure|Comedy,18,3,Female,18-24,clerical/admin,95825,-0.18388188563069086
246,1014,2723,Mystery Men (1999),Action|Adventure|Comedy,18,1,Female,18-24,clerical/admin,95825,-0.18388188563069086
137,905,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,18,1,Female,18-24,clerical/admin,95825,-0.1884492460096716
257,1025,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.1884492460096716
132,900,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.1884492460096716
292,1060,3633,On Her Majesty's Secret Service (1969),Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
293,1061,3635,"Spy Who Loved Me, The (1977)",Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
294,1062,3639,"Man with the Golden Gun, The (1974)",Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
258,1026,2947,Goldfinger (1964),Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
259,1027,2948,From Russia with Love (1963),Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
264,1032,2989,For Your Eyes Only (1981),Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
265,1033,2993,Thunderball (1965),Action,18,5,Female,18-24,clerical/admin,95825,-0.19193986868304605
218,986,2278,Ronin (1998),Action|Crime|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.20968531613886116
253,1021,2826,"13th Warrior, The (1999)",Action|Horror|Thriller,18,4,Female,18-24,clerical/admin,95825,-0.22136753028334363
240,1008,2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,18,1,Female,18-24,clerical/admin,95825,-0.2273358544007989
129,897,1499,Anaconda (1997),Action|Adventure|Thriller,18,1,Female,18-24,clerical/admin,95825,-0.2398200786157145
133,901,1552,Con Air (1997),Action|Adventure|Thriller,18,1,Female,18-24,clerical/admin,95825,-0.2398200786157145
291,1059,3623,Mission: Impossible 2 (2000),Action|Thriller,18,1,Female,18-24,clerical/admin,95825,-0.24829074762652661
249,1017,2763,"Thomas Crown Affair, The (1999)",Action|Thriller,18,3,Female,18-24,clerical/admin,95825,-0.24829074762652661
